Network Code,Station Code,Longitude (WGS84),Latitude (WGS84),Affiliation,Archive,Location Description,Place,Elevation,Start Date,End Date
TX,MB12,-101.602778,32.368611,Unavailable,TXHUB,,,775.6,2022-07-13,
TX,PB35,-104.43203,31.656187,Unavailable,TXHUB,,"Van Horn, TX",1224,2022-07-26,
TX,PB37,-104.528416,31.71847,Unavailable,TXHUB,,"Van Horn, TX",1263,2022-07-28,
TX,PB38,-104.426634,31.72972,Unavailable,TXHUB,,"Van Horn, TX",1240,2022-07-28,
TX,PB40,-103.9339588,31.6419935,Unavailable,TXHUB,,,935,2022-08-20,
4O,WB04,-103.950319,31.530513,,,,,961.89,2022-08-26,
4O,WB05,-103.8329479,31.7537807,,,,,854.81,2022-08-26,
4O,SA09,-104.31933,31.9998,,,,,1069,2022-07-31,
4O,SA07,-104.36481,31.86578,,,,,1103,2022-07-31,
TX,PB42,-103.640224,31.764578,,,,Loving,830,2022-09-08,
4O,WB06,-103.7187809,31.9975481,,,,"Loving Co., TX",950.93,2022-08-26,
4O,WB07,-103.8016616,31.99830925,,,,"Loving Co., TX",942.37,2022-08-26,
4O,WB08,-103.759894,31.96355,,,,"Loving Co., TX",928.58,2022-08-26,
4O,WB09,-103.8032847,31.96368917,,,,"Loving Co., TX",910.79,2022-08-26,
4O,WB10,-103.7218932,31.93042,,,,"Loving Co., TX",910.9,2022-08-26,
4O,WB11,-103.8004139,31.92770654,,,,"Loving Co., TX",905,2022-08-26,
4O,WB12,-103.7642735,31.898132,,,,"Loving Co., TX",886,2022-08-26,
TX,PB43,-103.864872,31.680019,Unavailable,TXHUB,,"Reeves County, TX",896,2022-09-22,
TX,MB13,-101.633469,32.321431,Unavailable,TXHUB,,"Howard County, TX",774,2022-09-29,
