,@publicID,preferredOriginID,author,region,originID,orig_time,mag,lat,lon,z,lat_e,lon_e,z_e,min_dis,phasecount,stationcount,mag_e,t_e
4680,texnet2022tnsx,Origin/20221108044013.341221.95324,daniel,Western Texas,Origin/20221108044013.341221.95324,2022-10-05 21:30:21.906894+00:00,0.4765073717,31.66085243,-104.1845932,3.270406485,3.494116743,3.081315299,3.102239501,0.06931499392,7.0,4.0,0.4620596511,0.2346178451
4681,texnet2022tnsz,Origin/20221108044013.608401.95959,daniel,Western Texas,Origin/20221108044013.608401.95959,2022-10-05 21:32:31.694537+00:00,0.6747405392,31.62037849,-104.3343735,5.488226414,6.344872887,2.258518729,8.642660001,0.07824122906,8.0,5.0,0.6642032282,0.427262487
4682,texnet2022tnte,Origin/20221108044014.126861.97288,daniel,Western Texas,Origin/20221108044014.126861.97288,2022-10-05 21:37:54.370030+00:00,0.6146987686,31.69104767,-104.4536438,8.725534439,1.753798857,1.644863285,4.319895057,0.0393386893,15.0,8.0,0.1577989182,0.635647044
4683,texnet2022tnti,Origin/20221108044014.962835.99087,daniel,Western Texas,Origin/20221108044014.962835.99087,2022-10-05 21:43:13.582956+00:00,0.5224607211,31.68283653,-104.4528046,4.116288662,1.990595881,1.743054298,2.142582799,0.03193246946,11.0,6.0,0.1710978151,0.06527751088
4684,texnet2022tnto,Origin/20221108044015.466368.99954,daniel,Western Texas,Origin/20221108044015.466368.99954,2022-10-05 21:49:18.686220+00:00,0.3707052812,31.6850338,-104.5146866,5.865671635,2.517850851,3.67743071,5.209231714,0.02019651979,10.0,5.0,0.2748210009,0.1094256884
4685,texnet2022tntr,Origin/20221108044015.677885.100676,daniel,Western Texas,Origin/20221108044015.677885.100676,2022-10-05 21:53:13.042647+00:00,2.051458878,31.60543823,-104.3246765,3.835185528,2.240489569,1.063906468,1.489844115,0.0833934024,34.0,19.0,0.2090863538,0.1573709039
4686,texnet2022tntt,Origin/20221108044015.7062.100872,daniel,Western Texas,Origin/20221108044015.7062.100872,2022-10-05 21:56:05.055397+00:00,0.1934948016,31.67733383,-104.338913,2.988203526,3.555481807,1.550792934,2.263440151,0.06336001307,10.0,5.0,0.06721435401,0.2398793215
4687,texnet2022tntv,Origin/20221108044015.900742.101485,daniel,Western Texas,Origin/20221108044015.900742.101485,2022-10-05 21:58:32.523100+00:00,0.7959773844,31.56976509,-104.181427,3.896280527,2.13922909,1.612658956,1.978907163,0.1141585857,17.0,11.0,0.135482989,0.1612262444
4688,texnet2022tnud,Origin/20221108044019.387013.105479,daniel,Western Texas,Origin/20221108044019.387013.105479,2022-10-05 22:07:14.539016+00:00,0.3355640576,31.61248779,-104.337059,5.0,6.29937649,2.285607448,fixed,0.08523201197,8.0,4.0,0.1312865863,0.6201298806
4689,texnet2022tnuh,Origin/20221108044029.696619.125636,daniel,Western Texas,Origin/20221108044029.696619.125636,2022-10-05 22:12:19.025057+00:00,0.2793847059,31.62275887,-104.2894287,5.31192112,10.10947273,4.921285927,9.383223525,0.05302483588,10.0,5.0,0.1030494749,0.2080175102
4690,texnet2022tnus,Origin/20221108044029.93835.126407,daniel,Western Texas,Origin/20221108044029.93835.126407,2022-10-05 22:24:13.316854+00:00,0.5569525705,31.638237,-104.3785477,4.286695957,5.305668646,1.763607391,2.27421069,0.04899782315,13.0,7.0,0.0877202777,0.2014972288
4691,texnet2022tnuw,Origin/20221108044030.425893.127444,daniel,Western Texas,Origin/20221108044030.425893.127444,2022-10-05 22:28:57.486226+00:00,0.7403129319,31.56964684,-104.024437,19.97063828,3.73631549,2.961611709,6.252461368,0.04285984114,8.0,6.0,0.3008922907,0.8058052332
4692,texnet2022tnux,Origin/20221108044030.469246.127640,daniel,Western Texas,Origin/20221108044030.469246.127640,2022-10-05 22:30:12.117532+00:00,0.8269814915,31.62371445,-104.0455322,1.706588387,3.493725875,3.349054568,2.070048305,0.08881251514,14.0,8.0,0.1061734093,0.7364891325
4693,texnet2022tnuz,Origin/20221108044030.806694.128488,daniel,Western Texas,Origin/20221108044030.806694.128488,2022-10-05 22:33:18.830065+00:00,0.341928488,31.61672783,-104.330162,4.304151535,8.296648328,2.670559029,3.317114729,0.07806571573,10.0,5.0,0.05485782812,0.04801365188
4694,texnet2022tnvb,Origin/20221108044031.918501.130866,daniel,Western Texas,Origin/20221108044031.918501.130866,2022-10-05 22:35:43.231274+00:00,0.649965749,31.52052307,-104.2609558,5.0,9.244239869,5.517588841,fixed,0.1772721112,7.0,5.0,0.1417190784,0.5723080294
4695,texnet2022tnve,Origin/20221108044031.966073.131021,daniel,Western Texas,Origin/20221108044031.966073.131021,2022-10-05 22:38:25.762232+00:00,0.3236734365,31.68264771,-104.4107742,4.809002876,2.102845322,1.572677805,1.963637845,0.03200628981,13.0,7.0,0.0726993189,0.2353864161
4696,texnet2022tnvh,Origin/20221108044035.33064.137709,daniel,Western Texas,Origin/20221108044035.33064.137709,2022-10-05 22:42:02.266569+00:00,0.1430518413,31.68084526,-104.5158081,5.595474243,3.089166348,4.089081876,4.71907295,0.01767619327,10.0,6.0,0.2819735704,0.7063477873
4697,texnet2022tnvi,Origin/20221108044036.733435.141662,daniel,Western Texas,Origin/20221108044036.733435.141662,2022-10-05 22:43:10.836385+00:00,0.6465350686,31.68921471,-104.4102478,5.247329712,1.973479751,1.61180975,4.847953302,0.03780409321,13.0,7.0,0.2161384823,0.272198544
4698,texnet2022tnvj,Origin/20221108044041.985494.151577,daniel,Western Texas,Origin/20221108044041.985494.151577,2022-10-05 22:44:07.849344+00:00,1.159246392,31.60085106,-104.2716599,5.519955158,2.339332588,1.411405185,4.172562103,0.07080019265,26.0,16.0,0.2385289517,0.4392470264
4699,texnet2022tnvk,Origin/20221108044042.078384.151827,daniel,Western Texas,Origin/20221108044042.078384.151827,2022-10-05 22:45:11.437789+00:00,0.7730486011,31.61097717,-104.1185989,3.098021984,2.282801897,3.042241883,2.624825517,0.09372220188,8.0,4.0,0.2211124027,0.2617842457
4700,texnet2022tnvm,Origin/20221108044043.378275.154421,daniel,Western Texas,Origin/20221108044043.378275.154421,2022-10-05 22:47:32.214626+00:00,0.8919324545,31.49596786,-104.305191,5.0,3.933675331,2.902237779,fixed,0.1929605007,14.0,8.0,0.1740490734,1.13050698
4701,texnet2022tnvn,Origin/20221108044043.131682.154023,daniel,Western Texas,Origin/20221108044043.131682.154023,2022-10-05 22:48:57.855532+00:00,1.18357691,31.62549591,-104.1361694,3.435166359,1.622268655,1.178496511,1.508413877,0.09819981456,25.0,14.0,0.1945006674,0.3391303211
4702,texnet2022tnvp,Origin/20221108044045.221287.157218,daniel,Western Texas,Origin/20221108044045.221287.157218,2022-10-05 22:51:23.032858+00:00,0.4258936659,31.67213821,-104.4091873,4.624377251,3.009435122,1.508215816,2.144668658,0.02514537796,13.0,7.0,0.08009034888,0.3004573554
4703,texnet2022tnvq,Origin/20221108044046.644706.160758,daniel,Western Texas,Origin/20221108044046.644706.160758,2022-10-05 22:52:42.685786+00:00,0.7157551927,31.68033791,-104.4183655,4.449397564,3.261380006,3.098317637,3.008156497,0.02674855851,11.0,7.0,0.2466205872,0.1619571526
4704,texnet2022tnvr,Origin/20221108044104.988887.181022,daniel,Western Texas,Origin/20221108044104.988887.181022,2022-10-05 22:53:17.692863+00:00,0.9199832401,31.5899334,-104.2170868,3.97956872,2.316994604,2.510630228,2.122975788,0.0910904333,17.0,10.0,0.1382596127,0.1412813399
4705,texnet2022tnvt,Origin/20221108044107.096362.184382,daniel,Western Texas,Origin/20221108044107.096362.184382,2022-10-05 22:55:59.104161+00:00,1.678254364,31.69001007,-104.3800583,24.99832916,3.66676787,2.123490639,5.442796079,0.05606432259,22.0,15.0,0.2220543034,0.841682196
4706,texnet2022tnvv,Origin/20221108044108.093655.186500,daniel,Western Texas,Origin/20221108044108.093655.186500,2022-10-05 22:58:05.620990+00:00,1.006333458,31.68578148,-104.4105682,4.212248325,1.827583102,1.557610606,1.950520664,0.03471874446,15.0,9.0,0.2711565641,0.3094819433
4707,texnet2022tnvw,Origin/20221108044109.38124.189109,daniel,Western Texas,Origin/20221108044109.38124.189109,2022-10-05 23:00:10.869060+00:00,1.328902549,31.67524719,-104.4059372,8.699757576,1.678987721,1.123891974,3.45870507,0.02925932594,25.0,12.0,0.2376739054,0.5048619524
4708,texnet2022tnvy,Origin/20221108044109.910182.191392,daniel,Western Texas,Origin/20221108044109.910182.191392,2022-10-05 23:01:58.307550+00:00,1.363904178,31.54092216,-104.3666229,5.0,3.685025047,2.557168205,fixed,0.1712138653,14.0,8.0,0.2489399186,0.6468063145
4709,texnet2022tnvz,Origin/20221108044110.996018.194153,daniel,Western Texas,Origin/20221108044110.996018.194153,2022-10-05 23:03:25.402017+00:00,0.6850148409,31.57541084,-104.1594925,2.181458235,3.494952513,3.113055787,2.534114112,0.09865179658,13.0,8.0,0.176239989,0.4706750946
4710,texnet2022tnwe,Origin/20221108044111.961602.196295,daniel,Western Texas,Origin/20221108044111.961602.196295,2022-10-05 23:08:42.881037+00:00,0.8507256935,31.59418106,-104.3338394,5.0,11.0894664,2.860606611,fixed,0.09705720842,12.0,7.0,0.0932914594,0.7236630133
4711,texnet2022tnwf,Origin/20221108044113.68195.201046,daniel,Western Texas,Origin/20221108044113.68195.201046,2022-10-05 23:10:10.098259+00:00,0.3855968347,31.69476891,-104.422493,8.315694809,1.97584394,1.861824474,4.835558653,0.03502318636,13.0,7.0,0.1075647211,0.510837851
4712,texnet2022tnwg,Origin/20221108044118.489014.211847,daniel,Western Texas,Origin/20221108044118.489014.211847,2022-10-05 23:11:02.965929+00:00,1.081921993,31.60907173,-104.5380173,3.519715071,6.188387412,7.913702668,4.564368714,0.06735114753,16.0,9.0,0.2999849375,0.4087203016
4713,texnet2022tnwj,Origin/20221108044124.419249.223861,daniel,Western Texas,Origin/20221108044124.419249.223861,2022-10-05 23:14:56.817657+00:00,0.3338275412,31.62590408,-104.3726578,3.940186977,7.64435909,2.415900953,3.518509017,0.05895640701,11.0,7.0,0.05960405796,0.132468394
4714,texnet2022tnwm,Origin/20221108044133.114892.237764,daniel,Western Texas,Origin/20221108044133.114892.237764,2022-10-05 23:18:28.796537+00:00,0.2359507808,31.63922501,-104.3421021,11.56249714,7.803600155,2.267519665,8.576046662,0.07333669811,7.0,4.0,0.05083394395,0.4207246051
4715,texnet2022tnwl,Origin/20221108044133.137788.237842,daniel,Western Texas,Origin/20221108044133.137788.237842,2022-10-05 23:17:19.182588+00:00,0.4507935278,31.68391991,-104.4193802,4.081012726,1.806696908,1.502953562,1.964914309,0.02967814915,14.0,8.0,0.1286791105,0.2167319831
4716,texnet2022tnwo,Origin/20221108044133.669124.239355,daniel,Western Texas,Origin/20221108044133.669124.239355,2022-10-05 23:20:59.393414+00:00,0.5538111731,31.68361473,-104.4172287,4.130578518,1.816492813,1.567124276,1.856575662,0.03011641838,15.0,8.0,0.08602980096,0.2670724014
4717,texnet2022tnwp,Origin/20221108044136.145991.243696,daniel,Western Texas,Origin/20221108044136.145991.243696,2022-10-05 23:22:12.280354+00:00,0.07657177487,31.7098999,-104.5024033,4.902274609,2.62974374,2.105480413,2.451649508,0.02376161516,8.0,4.0,0.1172697351,0.05483809534
4718,texnet2022tnwt,Origin/20221108044137.043974.245824,daniel,Western Texas,Origin/20221108044137.043974.245824,2022-10-05 23:26:55.670650+00:00,0.5826466412,31.56800079,-104.3411026,4.224262238,14.08831344,3.138313316,5.474637247,0.1172512695,12.0,7.0,0.1923770446,1.475867963
4719,texnet2022tnwu,Origin/20221108044137.128597.246024,daniel,Western Texas,Origin/20221108044137.128597.246024,2022-10-05 23:28:12.273990+00:00,0.4290875778,31.65665436,-104.3147278,14.2536869,7.288549603,3.602834746,8.617449123,0.04503559694,8.0,6.0,0.302362383,0.8065269035
4720,texnet2022tnwz,Origin/20221108044139.919727.249892,daniel,Western Texas,Origin/20221108044139.919727.249892,2022-10-05 23:33:50.293798+00:00,0.6426464126,31.60640335,-104.1523438,7.850760937,7.494469193,7.630705403,10.93286034,0.1100774035,5.0,3.0,0.4509633401,0.1815264415
4721,texnet2022tnxa,Origin/20221108044140.290199.250941,daniel,Western Texas,Origin/20221108044140.290199.250941,2022-10-05 23:34:23.439606+00:00,0.811068691,31.62196541,-104.1171875,2.272791386,1.95473048,1.504792742,1.979145398,0.08694984019,15.0,9.0,0.1231106409,0.5398279774
4722,texnet2022tnxc,Origin/20221108044145.9328.260154,daniel,Western Texas,Origin/20221108044145.9328.260154,2022-10-05 23:37:08.142959+00:00,0.7647432868,31.67883492,-104.5365143,3.864640236,5.771315498,9.250854865,4.436458627,0.03212606162,10.0,7.0,0.287484695,0.5312020401
4723,texnet2022tnxg,Origin/20221108044146.515395.261321,daniel,Western Texas,Origin/20221108044146.515395.261321,2022-10-05 23:41:34.937012+00:00,0.8474919995,31.63072586,-104.0471344,0.5993611813,6.090088669,9.594256161,3.216403587,0.09568686038,9.0,6.0,0.2681937321,0.7122580408
4724,texnet2022tnxe,Origin/20221108044146.608625.261670,daniel,Western Texas,Origin/20221108044146.608625.261670,2022-10-05 23:39:40.262135+00:00,0.487355933,31.5259285,-104.2177811,4.74805975,20.64115356,16.0838429,7.840477736,0.1401041001,8.0,4.0,0.1577755163,0.3249081828
4725,texnet2022tnxj,Origin/20221108044151.964538.271776,daniel,Western Texas,Origin/20221108044151.964538.271776,2022-10-05 23:45:03.812280+00:00,0.2252295307,31.69843292,-104.5124207,4.128384113,2.468759464,5.355637028,2.788558102,0.02418649569,7.0,5.0,0.407855321,0.8221401205
4726,texnet2022tvxz,Origin/20221108084429.049796.468637,daniel,Western Texas,Origin/20221108084429.049796.468637,2022-10-10 09:09:19.789706+00:00,0.2225818311,31.70607758,-104.4784927,16.96288681,3.556432409,3.2841929,5.339953228,0.044308424,7.0,5.0,0.7064330092,0.3817418326
4727,texnet2022tvyc,Origin/20221108084749.482339.54509,daniel,Western Texas,Origin/20221108084749.482339.54509,2022-10-10 09:12:22.638749+00:00,1.320481222,31.57326698,-103.9360657,5.0,13.60369495,5.391838313,fixed,0.3269993365,11.0,6.0,0.2155474245,0.4260653773
4728,texnet2022tvyh,Origin/20221108084753.744269.62127,daniel,Western Texas,Origin/20221108084753.744269.62127,2022-10-10 09:18:04.751241+00:00,0.3038104203,31.69496918,-104.3287277,16.12497139,4.276653635,1.937467575,5.527574083,0.05918106809,12.0,7.0,0.07920228401,0.4327813336
4729,texnet2022tvyg,Origin/20221108084753.96599.62852,daniel,Western Texas,Origin/20221108084753.96599.62852,2022-10-10 09:17:01.351410+00:00,0.5015513437,31.60884094,-104.2102661,3.500050545,20.15498573,18.5757857,11.0453548,0.07803937048,7.0,4.0,0.1592784458,0.1766972409
4730,texnet2022tvyk,Origin/20221108084756.746607.67776,daniel,Western Texas,Origin/20221108084756.746607.67776,2022-10-10 09:22:17.890065+00:00,0.36799822,31.71739006,-104.5161362,11.21572495,2.199398487,2.130788325,4.359075502,0.01052327827,10.0,6.0,0.5478847058,0.6557356803
4731,texnet2022tvym,Origin/20221108084758.708271.71439,daniel,Western Texas,Origin/20221108084758.708271.71439,2022-10-10 09:24:10.596269+00:00,0.2269808831,31.66537476,-104.3197479,2.400341511,3.936634029,1.610558454,2.266050102,0.04718105122,11.0,6.0,0.1323673736,0.4396960558
4732,texnet2022tvyn,Origin/20221108084801.706775.77127,daniel,Western Texas,Origin/20221108084801.706775.77127,2022-10-10 09:25:14.123551+00:00,0.4762235383,31.69400215,-104.2488022,3.38166523,2.286689752,2.93974024,2.479683627,0.02618788555,10.0,6.0,0.2282394303,0.264980914
4733,texnet2022tvyl,Origin/20221108084801.717032.77298,daniel,Western Texas,Origin/20221108084801.717032.77298,2022-10-10 09:22:54.086957+00:00,0.4583673964,31.72920799,-104.3143005,2.905520916,2.560238748,2.71224223,2.679718907,0.05743614957,12.0,8.0,0.1512989105,0.3166602777
4734,texnet2022tvyt,Origin/20221108084808.004525.89811,daniel,Western Texas,Origin/20221108084808.004525.89811,2022-10-10 09:32:18.341238+00:00,0.9837803566,31.61402512,-104.1079102,2.341991663,1.658816095,1.122774466,1.527557904,0.08647322655,25.0,13.0,0.1871722835,0.520370439
4735,texnet2022tvyv,Origin/20221108084808.736307.91947,daniel,Western Texas,Origin/20221108084808.736307.91947,2022-10-10 09:35:13.286562+00:00,0.5607424188,31.52820015,-104.3431015,5.0,4.770702221,2.112112459,fixed,0.1484590024,13.0,7.0,0.07990454176,0.4085599831
4736,texnet2022tvza,Origin/20221108084810.051224.95320,daniel,Western Texas,Origin/20221108084810.051224.95320,2022-10-10 09:40:27.334559+00:00,0.4188202124,31.65488625,-104.3384399,3.373782635,6.736886461,3.023950656,3.566677789,0.0648926273,10.0,7.0,0.1034959427,0.2256629946
4737,texnet2022tvzi,Origin/20221108084821.17146.111741,daniel,Western Texas,Origin/20221108084821.17146.111741,2022-10-10 09:50:24.112789+00:00,2.091230693,31.62880325,-104.1486511,4.247386456,1.808272529,0.899829814,1.294430094,0.1059104055,37.0,19.0,0.1588845088,0.4820619508
4738,texnet2022tvzl,Origin/20221108084821.201455.111936,daniel,Western Texas,Origin/20221108084821.201455.111936,2022-10-10 09:53:44.967043+00:00,0.3525277487,31.64947891,-104.3740158,8.986703873,4.298938824,1.576906092,5.032547683,0.04992492124,14.0,7.0,0.1085432926,0.7650049149
4739,texnet2022tvzo,Origin/20221108084822.602938.115645,daniel,Western Texas,Origin/20221108084822.602938.115645,2022-10-10 09:57:12.833200+00:00,0.9064242258,31.59735298,-104.085907,5.0,16.40645647,7.144246124,fixed,0.1335531175,8.0,6.0,0.1868635839,0.6398588195
4740,texnet2022tvzp,Origin/20221108084825.823125.122541,daniel,Western Texas,Origin/20221108084825.823125.122541,2022-10-10 09:58:19.292058+00:00,0.1503136606,31.67746735,-104.4364548,2.915672064,1.842458822,1.496423112,1.881742118,0.02154876478,14.0,7.0,0.1608885866,0.5665707262
4741,texnet2022tvzs,Origin/20221108084831.618307.136226,daniel,Western Texas,Origin/20221108084831.618307.136226,2022-10-10 10:01:06.789024+00:00,2.597045122,31.66682816,-104.3633728,3.792269707,2.307268669,0.8821560267,1.317232275,0.05949945003,34.0,17.0,0.194952781,0.2242033273
4742,texnet2022tvzt,Origin/20221108084848.217334.172381,daniel,Western Texas,Origin/20221108084848.217334.172381,2022-10-10 10:03:22.875918+00:00,1.68723882,31.66343117,-104.3659592,3.308703423,1.966592242,0.9488539446,1.378534586,0.05680256337,31.0,16.0,0.1577175554,0.3500543436
4743,texnet2022tvzw,Origin/20221108084858.175472.188282,daniel,Western Texas,Origin/20221108084858.175472.188282,2022-10-10 10:05:56.090956+00:00,0.5621277376,31.65452957,-104.5505295,2.425631523,11.49077269,13.24063067,6.719776448,0.04470230266,11.0,6.0,0.2469690059,0.4471555872
4744,texnet2022tvzu,Origin/20221108084858.431471.188955,daniel,Western Texas,Origin/20221108084858.431471.188955,2022-10-10 10:04:09.106079+00:00,1.097526375,31.66013145,-104.357872,4.104133606,2.334499567,1.099721466,1.674155418,0.06336113065,21.0,12.0,0.2171741198,0.6313089723
4745,texnet2022tvzz,Origin/20221108084906.231594.201405,daniel,Western Texas,Origin/20221108084906.231594.201405,2022-10-10 10:09:39.037965+00:00,0.2862809252,31.68335533,-104.4580307,4.268239498,2.006141412,1.460912449,1.878025983,0.03500226885,14.0,7.0,0.1600842557,0.9239505381
4746,texnet2022tvzy,Origin/20221108084906.261278.201531,daniel,Western Texas,Origin/20221108084906.261278.201531,2022-10-10 10:08:18.993327+00:00,0.6000257476,31.63060379,-104.2665253,3.050510406,2.333573386,1.775052516,2.11599867,0.04092617705,14.0,7.0,0.3148601959,0.2976309665
4747,texnet2022twaa,Origin/20221108084906.441405.202011,daniel,Western Texas,Origin/20221108084906.441405.202011,2022-10-10 10:11:06.071866+00:00,0.4762776165,31.65776443,-104.290596,4.190450668,2.861623078,1.564059585,2.317860345,0.0259075854,11.0,6.0,0.136130137,0.5816533309
4748,texnet2022twad,Origin/20221108084906.510381.202364,daniel,Western Texas,Origin/20221108084906.510381.202364,2022-10-10 10:14:38.581776+00:00,0.1426097674,31.69873238,-104.4847183,3.876109838,1.89998824,1.987157418,2.180466161,0.03297505155,10.0,5.0,0.1363098881,0.453040069
4749,texnet2022twag,Origin/20221108084910.604732.211397,daniel,Western Texas,Origin/20221108084910.604732.211397,2022-10-10 10:18:13.255793+00:00,0.2135791656,31.65278625,-104.3575668,14.7746439,7.864107622,3.362097342,12.77738555,0.06359215826,9.0,7.0,0.1235400824,0.6557081985
4750,texnet2022twai,Origin/20221108084910.892905.212719,daniel,Western Texas,Origin/20221108084910.892905.212719,2022-10-10 10:20:26.104894+00:00,1.242002638,31.62407303,-104.1556015,4.16390276,1.5459208,0.9005926406,1.330476138,0.1045815796,34.0,17.0,0.1995679718,0.1997132429
4751,texnet2022twao,Origin/20221108084928.87093.244877,daniel,Western Texas,Origin/20221108084928.87093.244877,2022-10-10 10:27:37.105607+00:00,0.4042576934,31.75848389,-104.3779831,0.1567016095,3.958659644,2.037673068,2.317742977,0.05040466785,10.0,6.0,0.1699143981,0.9407511493
4752,texnet2022twar,Origin/20221108084932.843692.252335,daniel,Western Texas,Origin/20221108084932.843692.252335,2022-10-10 10:31:17.155926+00:00,1.563260862,31.60283089,-104.1276169,5.449289322,1.765204591,1.167227264,3.249696424,0.1062537953,31.0,17.0,0.3113072741,0.6640463934
4753,texnet2022tway,Origin/20221108084932.857471.252385,daniel,Western Texas,Origin/20221108084932.857471.252385,2022-10-10 10:38:59.369393+00:00,0.09703279029,31.68429756,-104.4665375,5.984736919,3.330794576,2.48757086,6.687517968,0.0330991894,7.0,4.0,0.1306059612,0.5628971938
4754,texnet2022twba,Origin/20221108084935.145149.257089,daniel,Western Texas,Origin/20221108084935.145149.257089,2022-10-10 10:41:08.255585+00:00,0.427555842,31.67416573,-104.3584976,12.55076027,2.709332081,1.360198024,4.68598242,0.06521248072,17.0,8.0,0.1191810549,0.8368400685
4755,texnet2022twbf,Origin/20221108084944.340749.277619,daniel,Western Texas,Origin/20221108084944.340749.277619,2022-10-10 10:46:49.244120+00:00,0.5184649771,31.66690445,-104.3924637,3.762192965,2.949068381,1.413907122,2.018597326,0.03539074585,15.0,9.0,0.07896696308,0.2275849045
4756,texnet2022twbe,Origin/20221108084944.821928.278679,daniel,Western Texas,Origin/20221108084944.821928.278679,2022-10-10 10:45:44.441661+00:00,0.363680239,31.65510178,-104.3712082,3.254996538,4.615836887,1.844337305,2.565843401,0.05187905207,8.0,4.0,0.1486420829,0.1677164346
4757,texnet2022twbk,Origin/20221108084959.109027.299943,daniel,Western Texas,Origin/20221108084959.109027.299943,2022-10-10 10:53:22.709421+00:00,0.7542129491,31.60788918,-104.1297455,3.177279234,4.727237168,2.211542485,3.958961852,0.1041828319,8.0,6.0,0.2244880745,0.5903592212
4758,texnet2022twbl,Origin/20221108085005.768471.313295,daniel,Western Texas,Origin/20221108085005.768471.313295,2022-10-10 10:54:25.928381+00:00,0.8055749162,31.53022385,-104.1900024,9.234562874,17.15195276,9.311532399,21.84053088,0.1547864377,9.0,6.0,0.1150310901,0.5920318649
4759,texnet2022twbp,Origin/20221108085008.210754.317888,daniel,Western Texas,Origin/20221108085008.210754.317888,2022-10-10 10:58:50.801197+00:00,1.177062982,31.59960175,-104.1099625,4.461722851,2.533688254,2.617702786,3.463329995,0.09845535457,12.0,9.0,0.1533281059,0.2143638748
4760,texnet2022twbr,Origin/20221108085020.02877.332454,daniel,Western Texas,Origin/20221108085020.02877.332454,2022-10-10 11:00:41.789065+00:00,3.067135079,31.66360474,-104.3606033,4.353218079,1.756808253,0.8432131932,1.205949218,0.0613559857,40.0,19.0,0.2278152807,0.22367678
4761,texnet2022twbt,Origin/20221108085020.04353.332617,daniel,Western Texas,Origin/20221108085020.04353.332617,2022-10-10 11:03:25.926883+00:00,0.4804748074,31.64558411,-104.3623123,3.731333256,5.549803227,1.890995084,2.660919214,0.06038943678,8.0,4.0,0.1266289951,0.1597553358
4762,texnet2022twbw,Origin/20221108085020.183979.333160,daniel,Western Texas,Origin/20221108085020.183979.333160,2022-10-10 11:06:57.934631+00:00,0.8214022967,31.6092205,-104.0876465,3.092317104,1.741586967,1.23754996,1.565404101,0.07956271619,23.0,12.0,0.1610382387,0.5336723916
4763,texnet2022twby,Origin/20221108085030.928361.347193,daniel,Western Texas,Origin/20221108085030.928361.347193,2022-10-10 11:09:19.134320+00:00,1.135098288,31.64590073,-104.3558502,3.290361881,5.912034527,2.609028685,3.191766315,0.06577242166,9.0,5.0,0.2359238033,0.1455232725
4764,texnet2022twbz,Origin/20221108085032.462904.349243,daniel,Western Texas,Origin/20221108085032.462904.349243,2022-10-10 11:10:01.202688+00:00,0.9972208273,31.67200851,-104.3476868,4.455382347,2.785919812,1.333505972,1.832528834,0.07058807462,16.0,8.0,0.2111530839,0.1211169091
4765,texnet2022twbx,Origin/20221108085032.464772.349255,daniel,Western Texas,Origin/20221108085032.464772.349255,2022-10-10 11:08:09.722506+00:00,2.334540973,31.64425659,-104.3554916,5.005671024,3.031435931,1.774667926,5.779310076,0.06634923816,20.0,14.0,0.1502795789,0.5196296551
4766,texnet2022twca,Origin/20221108085032.625424.350078,daniel,Western Texas,Origin/20221108085032.625424.350078,2022-10-10 11:11:46.841427+00:00,0.7404081136,31.66921043,-104.3491745,3.95867157,2.914226947,1.306996569,1.917658328,0.07183561474,16.0,9.0,0.189079418,0.1036796
4767,texnet2022twcb,Origin/20221108085032.684274.350319,daniel,Western Texas,Origin/20221108085032.684274.350319,2022-10-10 11:10:42.921350+00:00,1.125983809,31.46101189,-104.3669815,5.0,5.915020924,4.532753741,fixed,0.2023482621,8.0,4.0,0.5800159925,0.6905383969
4768,texnet2022twcc,Origin/20221108085032.870537.350811,daniel,Western Texas,Origin/20221108085032.870537.350811,2022-10-10 11:14:02.671751+00:00,0.7504304022,31.78380966,-104.4366684,5.0,4.488717027,2.038970361,fixed,0.05460075289,10.0,6.0,0.4021164327,0.9294476957
4769,texnet2022twcd,Origin/20221108085040.042499.361487,daniel,Western Texas,Origin/20221108085040.042499.361487,2022-10-10 11:13:18.127953+00:00,0.3156557533,31.67723465,-104.4443512,3.427827835,1.991440816,2.105993994,2.14179081,0.02346711792,11.0,6.0,0.265292479,0.4480800008
4770,texnet2022twce,Origin/20221108085043.426111.372818,daniel,Western Texas,Origin/20221108085043.426111.372818,2022-10-10 11:16:40.983484+00:00,1.238239279,31.67532349,-104.3501511,3.558381557,2.141576959,1.10903028,1.614067274,0.07237725705,21.0,11.0,0.2804270993,0.264416016
4771,texnet2022twci,Origin/20221108085058.133525.397834,daniel,Western Texas,Origin/20221108085058.133525.397834,2022-10-10 11:21:24.031068+00:00,0.9699899317,31.82805443,-104.4128265,0.9617236853,8.575941242,3.244443839,5.055352711,0.1144100651,9.0,6.0,0.3766311292,0.7520307576
4772,texnet2022twch,Origin/20221108085059.202283.399829,daniel,Western Texas,Origin/20221108085059.202283.399829,2022-10-10 11:19:36.218680+00:00,0.5647994596,31.67520905,-104.3389969,4.106260777,2.521409486,1.903163663,2.47176949,0.06327729672,12.0,9.0,0.1198219923,0.4754181709
4773,texnet2022twck,Origin/20221108085059.41186.400426,daniel,Western Texas,Origin/20221108085059.41186.400426,2022-10-10 11:22:50.184518+00:00,0.3284380023,31.66453362,-104.3629379,4.342582703,3.506695066,1.456219158,1.976136475,0.0595023036,14.0,7.0,0.08250696277,0.07604730149
4774,texnet2022twcm,Origin/20221108085102.999788.405830,daniel,Western Texas,Origin/20221108085102.999788.405830,2022-10-10 11:25:45.583802+00:00,0.4617481114,31.66918182,-104.2991333,4.550802231,3.773999159,1.616547241,2.120060847,0.02929085866,12.0,6.0,0.2047270566,0.3561927666
